Run number,chip_sn,start_column,stop_column,chip_config_file,frontend,Masked pixel in FE,Masked in row 99,IBIAS,ITHR,ICASN,IDB,ITUNE,ICOMP,IDEL,IRAM,VRESET,VCASP,VCASC,VCLIP,THR min pulse 19 TB,THR min lab pre TB,THR pulse 19 post TB,THR min post TB,THR max post TB,THR dispersion pulse19 post TB,NOISE pulse 19 post TB,THR_effective=THR_min +DeltaTHR/2,sigma_effective ~ sqrt(noise**2 + DeltaTHR/2**),THR_effective/sigma_effective,scan_noise_timeout [s],number hits,Fake hit rate post TB,File THR_scan pulse19,Calibration_TOT,run_configure_date,run_configure_time,elog_start,elog_stop,LogFile,Cu [°C],NTC [°C],LogFile.1,U_LV/V,U_PWELL/V,U_PSUBWELL/V,U_HV/V,I_LV/mA,I_PWELL/mA,I_PSUBWELL/mA,I_HV/uA,Comment
1661,W8R6,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_DCC/W8R6_DCC_TNTC_25C/20250402_184845_threshold_scan_interpreted.h5,DCC,"1.866,00","156,0",100.0,64.0,10.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,,,"24,4","24,4","33,9","0,5","2,78","29,15","5,50","5,30",300,182837,"5,40E-03",20250905_183708,TRUE,2025-04-02,19:50:03,02.04.2025 19:52:49,02.04.2025 19:58:26,2025-04-02 18:31:37_usbtc08_log.csv,"23,49","24,22",2025-04-02 19:49:06_power_log.csv,"1,8","6,0","14,0","0,0","377,52","0,7","0,58","23,14",
1662,W8R6,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_DCC/W8R6_DCC_TNTC_30C/20250402_204214_threshold_scan_interpreted.h5,DCC,"1.866,00","156,0",100.0,64.0,10.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,,,"27,6","27,6",38,"0,6","3,4","32,8","6,21","5,28",100,102023,"9,04E-03",20250701_083440,TRUE,2025-04-02,21:07:37,02.04.2025 21:08:13,02.04.2025 21:25:46,2025-04-02 18:31:37_usbtc08_log.csv,"30,5","29,46",2025-04-02 19:49:06_power_log.csv,"1,8","6,0","14,0","0,0","384,27","1,0","0,7","40,32",
1679,W8R6,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_DCC/W8R6_DCC_TNTC_30C/20250402_204214_threshold_scan_interpreted.h5,DCC,"1.866,00","156,0",100.0,64.0,10.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,"27,4",,"27,6","27,6",38,"0,6","3,4","32,8","6,21","5,28",100,102023,"9,04E-03",20250701_083440,TRUE,2025-04-02,23:54:27,02.04.2025 23:55:04,02.04.2025 23:57:03,2025-04-02 23:04:39_usbtc08_log.csv,"30,49","29,32",2025-04-02 23:53:01_power_log.csv,"1,8","6,0","14,0","0,0","383,98","1,0","0,84","39,95",
1680,W8R6,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_DCC/W8R6_DCC_TNTC_30C/20250402_204214_threshold_scan_interpreted.h5,DCC,"1.866,00","156,0",100.0,64.0,10.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,"27,4",,"27,6","27,6",38,"0,6","3,4","32,8","6,21","5,28",100,102023,"9,04E-03",20250701_083440,TRUE,2025-04-02,23:57:48,02.04.2025 23:58:18,03.04.2025 00:23:30,2025-04-02 23:04:39_usbtc08_log.csv,"30,5","29,36",2025-04-02 23:53:01_power_log.csv,"1,8","6,0","14,0","0,0","384,05","1,0","0,71","40,09",
1681,W8R6,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_DCC/W8R6_DCC_TNTC_30C/20250402_204214_threshold_scan_interpreted.h5,DCC,"1.866,00","156,0",100.0,64.0,10.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,"27,4",,"27,6","27,6",38,"0,6","3,4","32,8","6,21","5,28",100,102023,"9,04E-03",20250701_083440,TRUE,2025-04-03,00:27:04,03.04.2025 00:27:30,03.04.2025 00:48:03,2025-04-02 23:04:39_usbtc08_log.csv,"30,5","29,36",2025-04-02 23:53:01_power_log.csv,"1,8","6,0","14,0","0,0","384,04","1,0","0,7","40,11",
1682,W8R6,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_DCC/W8R6_DCC_TNTC_30C/20250403_010934_threshold_scan_interpreted.h5,DCC,"1.866,00","156,0",100.0,64.0,10.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,"26,4",,26,26,36,"0,6","2,85",31,"5,76","5,39",300,85153,"2,52E-03",20250904_160533,TRUE,2025-04-03,01:22:52,03.04.2025 01:23:36,03.04.2025 01:39:12,2025-04-02 23:04:39_usbtc08_log.csv,"30,5","29,29",2025-04-03 01:05:03_power_log.csv,"1,8","6,0","0,0","0,0","377,6","0,96","0,2","22,84",injection up to 140DAC during TB
1684,W8R6,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_DCC/W8R6_DCC_TNTC_30C/20250403_014652_threshold_scan_interpreted.h5,DCC,"1.866,00","156,0",100.0,64.0,10.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,"26,5",,"26,2","26,2","36,2","0,6","2,88","31,2","5,77","5,41",300,108213,"3,20E-03",20250904_165459,TRUE,2025-04-03,02:02:12,03.04.2025 02:02:37,03.04.2025 02:17:54,2025-04-02 23:04:39_usbtc08_log.csv,"30,5","29,29",2025-04-03 02:01:36_power_log.csv,"1,8","6,0","1,0","0,0","378,52","0,99","0,3","24,65",injection up to 140DAC during TB
1685,W8R6,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_DCC/W8R6_DCC_TNTC_30C/20250403_022843_threshold_scan_interpreted.h5,DCC,"1.866,00","156,0",100.0,64.0,10.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,"26,6",,"26,6","26,6",,"0,6","3,08","13,3","13,65","0,97",,,#DIV/0!,20250403_022843,TRUE,2025-04-03,02:36:17,03.04.2025 02:36:44,03.04.2025 02:51:55,2025-04-02 23:04:39_usbtc08_log.csv,"30,5","29,29",2025-04-03 02:18:52_power_log.csv,"1,8","6,0","2,0","0,0","379,77","1,0","0,3","27,31",injection up to 140DAC during TB
1686,W8R6,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_DCC/W8R6_DCC_TNTC_30C/20250403_025710_threshold_scan_interpreted.h5,DCC,"1.866,00","156,0",100.0,64.0,10.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,27,,27,27,,"0,6","3,21","13,5","13,88","0,97",,,#DIV/0!,20250403_025710,TRUE,2025-04-03,03:10:12,03.04.2025 03:11:26,03.04.2025 03:26:33,2025-04-02 23:04:39_usbtc08_log.csv,"30,5","29,30",2025-04-03 02:52:42_power_log.csv,"1,8","6,0","3,0","0,0","381,41","1,0","0,4","31,46",injection up to 140DAC during TB
1687,W8R6,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_DCC/W8R6_DCC_TNTC_30C/20250403_033006_threshold_scan_interpreted.h5,DCC,"1.866,00","156,0",100.0,64.0,10.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,"27,3",,"27,3","27,3",,"0,6","3,31","13,65","14,05","0,97",,,#DIV/0!,20250403_033006,TRUE,2025-04-03,03:42:34,03.04.2025 03:43:15,03.04.2025 03:58:22,2025-04-02 23:04:39_usbtc08_log.csv,"30,5","29,29",2025-04-03 03:27:25_power_log.csv,"1,8","6,0","4,0","0,0","382,69","1,0","0,41","35,59",injection up to 140DAC during TB
1688,W8R6,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_DCC/W8R6_DCC_TNTC_30C/20250403_040219_threshold_scan_interpreted.h5,DCC,"1.866,00","156,0",100.0,64.0,10.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,"27,4",,"27,4","27,4",,"0,6","3,36","13,7","14,11","0,97",,,#DIV/0!,20250403_040219,TRUE,2025-04-03,04:13:43,03.04.2025 04:14:18,03.04.2025 04:29:28,2025-04-02 23:04:39_usbtc08_log.csv,"30,5","29,27",2025-04-03 03:59:21_power_log.csv,"1,8","6,0","6,0","0,0","383,49","1,0","0,4","38,18",injection up to 140DAC during TB
1689,W8R6,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_DCC/W8R6_DCC_TNTC_30C/20250403_043425_threshold_scan_interpreted.h5,DCC,"1.866,00","156,0",100.0,64.0,10.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,"27,4",,"27,4","27,4",,"0,6","3,39","13,7","14,11","0,97",,,#DIV/0!,20250403_043425,TRUE,2025-04-03,04:47:14,03.04.2025 04:48:50,03.04.2025 05:04:14,2025-04-02 23:04:39_usbtc08_log.csv,"30,5","29,26",2025-04-03 04:30:58_power_log.csv,"1,8","6,0","8,0","0,0","383,75","1,0","0,4","39,02",injection up to 140DAC during TB
1690,W8R6,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_DCC/W8R6_DCC_TNTC_30C/20250403_050954_threshold_scan_interpreted.h5,DCC,"1.866,00","156,0",100.0,64.0,10.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,"27,4",,"27,4","27,4",,"0,6","3,39","13,7","14,11","0,97",,,#DIV/0!,20250403_050954,TRUE,2025-04-03,05:21:59,03.04.2025 05:22:31,03.04.2025 05:37:41,2025-04-02 23:04:39_usbtc08_log.csv,"30,5","29,24",2025-04-03 05:06:24_power_log.csv,"1,8","6,0","10,0","0,0","383,84","1,0","0,5","39,37",injection up to 140DAC during TB
1691,W8R6,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_DCC/W8R6_DCC_TNTC_30C/20250403_054204_threshold_scan_interpreted.h5,DCC,"1.866,00","156,0",100.0,64.0,10.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,"27,4",,"27,4","27,4",,"0,6","3,4","13,7","14,12","0,97",,,#DIV/0!,20250403_054204,TRUE,2025-04-03,05:56:05,03.04.2025 05:57:15,03.04.2025 06:12:21,2025-04-02 23:04:39_usbtc08_log.csv,"30,5","29,25",2025-04-03 05:38:45_power_log.csv,"1,8","6,0","12,0","0,0","383,92","1,0","0,57","39,6",injection up to 140DAC during TB
1692,W8R6,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_DCC/W8R6_DCC_TNTC_30C/20250403_061816_threshold_scan_interpreted.h5,DCC,"1.866,00","156,0",100.0,64.0,10.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,"27,4",,"27,6","27,6",38,"0,6","3,4","32,8","6,21","5,28",100,102023,"9,04E-03",20250701_083440,TRUE,2025-04-03,06:31:26,03.04.2025 06:32:07,03.04.2025 06:47:21,2025-04-02 23:04:39_usbtc08_log.csv,"30,5","29,24",2025-04-03 06:14:45_power_log.csv,"1,8","6,0","14,0","0,0","383,9","1,0","0,7","39,8",
1693,W8R6,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_DCC/W8R6_DCC_TNTC_30C/20250403_071444_threshold_scan_interpreted.h5,DCC,"1.866,00","156,0",100.0,64.0,5.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,"29,7",,"29,7","29,7","40,2","0,6","3,36","34,95","6,23","5,61",300,63085,"1,86E-03",20250828_161100,TRUE,2025-04-03,07:34:34,03.04.2025 07:36:43,03.04.2025 07:52:31,2025-04-02 23:04:39_usbtc08_log.csv,"30,5","29,22",2025-04-03 07:33:58_power_log.csv,"1,8","6,0","14,0","0,0","378,76","1,0","0,71","39,25",
1694,W8R6,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_DCC/W8R6_DCC_TNTC_30C/20250403_081957_threshold_scan_interpreted.h5,DCC,"1.866,00","156,0",100.0,64.0,0.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,"36,8",,"36,8","36,8","46,9","0,7","3,56","41,85","6,18","6,77",100,2183,"1,93E-04",20250403_081957,TRUE,2025-04-03,08:35:56,03.04.2025 08:36:27,03.04.2025 08:50:20,2025-04-02 23:04:39_usbtc08_log.csv,"30,5","29,27",2025-04-03 07:56:09_power_log.csv,"1,8","6,0","14,0","0,0","372,85","1,0","0,7","38,88",
1695,W8R6,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_DCC/W8R6_DCC_TNTC_30C/20250403_093531_threshold_scan_interpreted.h5,DCC,"1.866,00","156,0",60.0,64.0,0.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,"46,4",,"46,4","46,4","55,3","1,2","3,74","50,85","5,81","8,75",100,736,"6,52E-05",20250403_093531,TRUE,2025-04-03,10:01:20,03.04.2025 10:02:11,03.04.2025 10:16:54,2025-04-02 23:04:39_usbtc08_log.csv,"30,5","29,19",2025-04-03 09:42:49_power_log.csv,"1,8","6,0","14,0","0,0","332,51","1,0","0,67","36,11",
1696,W8R6,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_DCC/W8R6_DCC_TNTC_30C/20250403_090838_threshold_scan_interpreted.h5,DCC,"1.866,00","156,0",50.0,64.0,0.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,"51,3",,"51,3","51,3","59,7","1,4","3,82","55,5","5,68","9,78",100,678,"6,01E-05",20250403_090838,TRUE,2025-04-03,10:32:08,03.04.2025 10:32:42,03.04.2025 10:48:14,2025-04-02 23:04:39_usbtc08_log.csv,"30,5","29,14",2025-04-03 09:42:49_power_log.csv,"1,8","6,0","14,0","0,0","320,78","0,97","0,6","35,31",
1697,W8R6,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_DCC/W8R6_DCC_TNTC_30C/20250403_113935_threshold_scan_interpreted.h5,DCC,"1.866,00","156,0",100.0,64.0,10.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,"31,5",,"31,4","31,4",,"0,7","3,18","15,7","16,02","0,98",300,29025,"8,58E-04",20250917_150157,TRUE,2025-04-03,11:46:24,03.04.2025 11:46:52,03.04.2025 11:52:22,2025-04-02 23:04:39_usbtc08_log.csv,"33,7","31,40",2025-04-03 09:42:49_power_log.csv,"1,8","6,0","14,0","0,0","214,94","1,0","0,69","39,31","BCID OFF, NO TOT and pulse"
1698,W8R6,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_DCC/W8R6_DCC_TNTC_30C/20250403_113935_threshold_scan_interpreted.h5,DCC,"1.866,00","156,0",100.0,64.0,10.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,"31,5",,"31,4","31,4",,"0,7","3,18","15,7","16,02","0,98",300,29025,"8,58E-04",20250917_150157,TRUE,2025-04-03,11:53:01,03.04.2025 11:53:10,03.04.2025 12:08:39,2025-04-02 23:04:39_usbtc08_log.csv,"33,7","31,42",2025-04-03 09:42:49_power_log.csv,"1,8","6,0","14,0","0,0","214,88","1,0","0,67","39,31","BCID OFF, NO TOT and pulse"
1699,W8R6,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_DCC/W8R6_DCC_TNTC_35C/20250403_124234_threshold_scan_interpreted.h5,DCC,"1.870,00","156,0",100.0,64.0,10.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,"32,3",,"31,8","31,8","43,4","0,8","4,09","37,6","7,10","5,30",100,182686,"1,62E-02",20250701_122526,TRUE,2025-04-03,12:58:54,03.04.2025 12:59:22,03.04.2025 13:18:48,2025-04-02 23:04:39_usbtc08_log.csv,"38,0","35,20",2025-04-03 09:42:49_power_log.csv,"1,8","6,0","14,0","0,0","392,79","1,5","2,4","73,41",
1702,W8R6,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_DCC/W8R6_DCC_TNTC_35C/20250403_132556_threshold_scan_interpreted.h5,DCC,"1.870,00","156,0",100.0,64.0,10.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,32,,"31,5","31,5","43,2","0,8","4,05","37,35","7,12","5,25",300,486587,"1,44E-02",20250829_122912,TRUE,2025-04-03,14:29:05,03.04.2025 14:30:24,03.04.2025 14:46:30,2025-04-03 14:27:24_usbtc08_log.csv,"37,97","35,17",2025-04-03 14:28:40_power_log.csv,"1,8","6,0","8,0","0,0","392,2","1,49","1,03","71,09",
1703,W8R6,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_DCC/W8R6_DCC_TNTC_35C/20250403_132556_threshold_scan_interpreted.h5,DCC,"1.870,00","156,0",100.0,64.0,10.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,32,,"31,4","31,4","42,9","0,8","4,01","37,15","7,01","5,30",300,436066,"1,29E-02",20250829_114811,TRUE,2025-04-03,14:52:12,03.04.2025 14:53:05,03.04.2025 15:13:18,2025-04-03 14:27:24_usbtc08_log.csv,"38,0","35,24",2025-04-03 14:51:53_power_log.csv,"1,8","6,0","6,0","0,0","392,11","1,5","0,94","70,89",
1704,W8R6,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_DCC/W8R6_DCC_TNTC_40C/20250403_160746_threshold_scan_interpreted.h5,DCC,"1.870,00","156,0",100.0,64.0,10.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,"38,5",,"37,5","37,5","50,3","1,1","4,79","43,9","7,99","5,49",300,416822,"1,23E-02",20250701_145220,TRUE,2025-04-03,16:17:27,03.04.2025 16:17:56,03.04.2025 16:32:55,2025-04-03 14:27:24_usbtc08_log.csv,"44,0","39,97",2025-04-03 15:38:41_power_log.csv,"1,8","6,0","14,0","0,0","399,78","2,1","3,4","117,86",
1707,W8R6,"448,00","480,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_HVC/W8R6_HVC_30C/20250316_151915_threshold_scan_interpreted.h5,HVC,"31,00","31,0",100.0,30.0,30.0,100.0,250.0,80.0,88.0,50.0,50.0,40.0,140.0,255.0,"13,2","13,3","13,1","12,7",,"0,3","1,61","6,35","6,55","0,97",,,#DIV/0!,20250905_122109,TRUE,2025-04-03,17:36:02,03.04.2025 17:36:29,03.04.2025 18:04:58,2025-04-03 14:27:24_usbtc08_log.csv,"29,0","28,60",2025-04-03 17:26:39_power_log.csv,"1,8","0,0","0,0","30,0","406,62","0,6","0,3","37,47","bias scan, not needd noise scan. pulse min e max same as HV=40V"
1710,W8R6,"448,00","480,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_HVC/W8R6_HVC_30C/20250316_151915_threshold_scan_interpreted.h5,HVC,"31,00","31,0",100.0,30.0,30.0,100.0,250.0,80.0,88.0,50.0,50.0,40.0,140.0,255.0,,"13,3",13,,,"0,3","1,64",0,"1,64","0,00",,,#DIV/0!,20250905_123626,TRUE,2025-04-03,19:12:15,03.04.2025 19:13:53,03.04.2025 19:41:46,2025-04-03 14:27:24_usbtc08_log.csv,"29,0","28,54",2025-04-03 19:10:18_power_log.csv,"1,8","0,0","0,0","35,0","406,6","0,6","0,3","37,82","bias scan, not needd noise scan. pulse min e max same as HV=40V"
1711,W8R6,"448,00","480,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_HVC/W8R6_HVC_30C/20250316_151915_threshold_scan_interpreted.h5,HVC,"31,00","31,0",100.0,30.0,30.0,100.0,250.0,80.0,88.0,50.0,50.0,40.0,140.0,255.0,,"13,3","13,1","12,6","16,3","0,3","1,69","14,45","2,51","5,77",300,2252,"4,59E-04",20250905_113939,TRUE,2025-04-03,19:44:58,03.04.2025 19:47:24,03.04.2025 20:15:17,2025-04-03 14:27:24_usbtc08_log.csv,"29,0","28,53",2025-04-03 19:43:46_power_log.csv,"1,8","0,0","0,0","40,0","406,6","0,6","0,3","39,36",
1717,W8R6,"448,00","480,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_HVC/W8R6_HVC_30C/20250316_151915_threshold_scan_interpreted.h5,HVC,"31,00","31,0",100.0,30.0,30.0,100.0,250.0,80.0,88.0,50.0,50.0,40.0,140.0,255.0,,"13,5","13,3","12,8",,"0,3","1,61","6,4","6,60","0,97",,,#DIV/0!,20250905_140854,TRUE,2025-04-03,21:10:28,03.04.2025 21:12:49,03.04.2025 21:43:58,2025-04-03 14:27:24_usbtc08_log.csv,"29,0","28,50",2025-04-03 21:09:35_power_log.csv,"1,8","0,0","0,0","20,0","406,59","0,6","0,3","36,58",
1718,W8R6,"448,00","480,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_HVC/W8R6_HVC_30C/20250316_151915_threshold_scan_interpreted.h5,HVC,"31,00","31,0",100.0,30.0,30.0,100.0,250.0,80.0,88.0,50.0,50.0,40.0,140.0,255.0,,"14,1","13,7","13,2",,"0,3","1,65","6,6","6,80","0,97",,,#DIV/0!,20250905_162313,TRUE,2025-04-03,21:46:09,03.04.2025 21:49:30,03.04.2025 22:22:40,2025-04-03 14:27:24_usbtc08_log.csv,"29,0","28,47",2025-04-03 21:45:25_power_log.csv,"1,8","0,0","0,0","15,0","406,61","0,6","0,3","35,99",
1719,W8R6,"448,00","480,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_HVC/W8R6_HVC_30C/20250316_151915_threshold_scan_interpreted.h5,HVC,"31,00","31,0",100.0,30.0,30.0,100.0,250.0,80.0,88.0,50.0,50.0,40.0,140.0,255.0,,"13,3","13,1","12,7",,"0,3","1,61","6,35","6,55","0,97",,,#DIV/0!,20250905_122109,TRUE,2025-04-03,22:25:12,03.04.2025 22:27:54,03.04.2025 22:56:34,2025-04-03 14:27:24_usbtc08_log.csv,"29,0","28,45",2025-04-03 22:24:02_power_log.csv,"1,8","0,0","0,0","30,0","406,61","0,6","0,3","37,21","bias scan, not needd noise scan. pulse min e max same as HV=40V"
1720,W8R6,"448,00","480,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_HVC/W8R6_HVC_30C/20250316_151915_threshold_scan_interpreted.h5,HVC,"31,00","31,0",100.0,30.0,30.0,100.0,250.0,80.0,88.0,50.0,50.0,40.0,140.0,255.0,,"15,2",15,"14,4",,"0,4","1,7","7,2","7,40","0,97",,,#DIV/0!,20250905_163944,TRUE,2025-04-03,23:03:46,03.04.2025 23:05:55,03.04.2025 23:34:27,2025-04-03 14:27:24_usbtc08_log.csv,"29,0","28,43",2025-04-03 23:03:14_power_log.csv,"1,8","0,0","0,0","10,0","406,61","0,6","0,3","35,09",
1721,W8R6,"448,00","480,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_HVC/W8R6_HVC_30C/20250316_151915_threshold_scan_interpreted.h5,HVC,"31,00","31,0",100.0,30.0,30.0,100.0,250.0,80.0,88.0,50.0,50.0,40.0,140.0,255.0,"14,3",,"15,2","14,6","18,5","0,4","2,12","16,55","2,88","5,75",300,8142,"1,66E-03",20250702_160659,TRUE,2025-04-03,23:37:30,04.04.2025 00:05:01,04.04.2025 00:31:55,2025-04-03 14:27:24_usbtc08_log.csv,"36,5","34,09",2025-04-03 23:35:45_power_log.csv,"1,8","0,0","0,0","40,0","408,89","0,76","0,3","69,46",
1722,W8R6,"448,00","480,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_HVC/W8R6_HVC_30C/20250316_151915_threshold_scan_interpreted.h5,HVC,"31,00","31,0",100.0,30.0,30.0,100.0,250.0,80.0,88.0,50.0,50.0,40.0,140.0,255.0,18,,"18,2","17,4","21,6","0,5","2,6","19,5","3,34","5,83",300,23211,"4,73E-03",20250701_154154,TRUE,2025-04-04,01:05:12,04.04.2025 01:05:40,04.04.2025 01:31:50,2025-04-03 14:27:24_usbtc08_log.csv,"43,5","39,45",2025-04-03 23:35:45_power_log.csv,"1,8","0,0","0,0","40,0","411,06","1,0","0,37","117,48",
1726,W8R6,"448,00","480,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_HVC/W8R6_HVC_30C/20250316_151915_threshold_scan_interpreted.h5,HVC,"31,00","31,0",100.0,30.0,30.0,100.0,250.0,80.0,88.0,50.0,50.0,40.0,140.0,255.0,"11,6",,"11,8","11,5","14,9","0,3","1,38","13,2","2,19","6,03",300,542,"1,10E-04",20250905_180516,TRUE,2025-04-04,03:34:48,04.04.2025 03:35:13,04.04.2025 04:00:18,2025-04-04 01:43:09_usbtc08_log.csv,"24,0","24,53",2025-04-04 02:35:50_power_log.csv,"1,8","0,0","0,0","40,0","405,2","0,5","0,3","26,5",
1727,W8R6,"448,00","480,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_HVC/W8R6_HVC_30C/20250316_151915_threshold_scan_interpreted.h5,HVC,"31,00","31,0",100.0,30.0,30.0,100.0,250.0,80.0,88.0,50.0,50.0,40.0,140.0,255.0,"10,5",,"10,8","10,6","13,9","0,3","1,12","12,25","1,99","6,14",300,180,"3,67E-05",20250704_190450,TRUE,2025-04-04,04:17:38,04.04.2025 04:18:25,04.04.2025 04:43:51,2025-04-04 01:43:09_usbtc08_log.csv,"17,0","19,32",2025-04-04 02:35:50_power_log.csv,"1,8","0,0","0,0","40,0","403,23","0,4","0,25","15,22",
1728,W8R6,"448,00","480,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_HVC/W8R6_HVC_30C/20250316_151915_threshold_scan_interpreted.h5,HVC,"31,00","31,0",100.0,30.0,30.0,100.0,250.0,80.0,88.0,50.0,50.0,40.0,140.0,255.0,"9,8",,10,"9,9","13,1","0,2","0,92","11,5","1,85","6,23",300,61,"1,24E-05",20250909_145200,TRUE,2025-04-04,04:59:41,04.04.2025 05:00:06,04.04.2025 05:26:28,2025-04-04 01:43:09_usbtc08_log.csv,"11,0","14,86",2025-04-04 02:35:50_power_log.csv,"1,8","0,0","0,0","40,0","401,51","0,3","0,2","9,38",
1729,W8R6,"448,00","480,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_HVC/W8R6_HVC_30C/20250316_151915_threshold_scan_interpreted.h5,HVC,"31,00","31,0",100.0,30.0,30.0,100.0,250.0,80.0,88.0,50.0,50.0,40.0,140.0,255.0,"9,2",,"9,5","9,3","12,6","0,2","0,76","10,95","1,82","6,03",300,36,"7,34E-06",20250909_153541,TRUE,2025-04-04,05:43:33,04.04.2025 05:44:26,04.04.2025 06:10:31,2025-04-04 01:43:09_usbtc08_log.csv,"4,49","10,09",2025-04-04 02:35:50_power_log.csv,"1,8","0,0","0,0","40,0","399,69","0,3","0,2","5,42",
1730,W8R6,"448,00","480,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_HVC/W8R6_HVC_30C/20250316_151915_threshold_scan_interpreted.h5,HVC,"31,00","31,0",100.0,30.0,30.0,100.0,250.0,80.0,88.0,50.0,50.0,40.0,140.0,255.0,"12,7",,"12,8","12,4",16,"0,3","1,63","14,2","2,43","5,85",300,23211,"4,73E-03",20250702_180824,TRUE,2025-04-04,06:47:13,04.04.2025 06:47:38,04.04.2025 07:12:34,2025-04-04 01:43:09_usbtc08_log.csv,"29,5","28,56",2025-04-04 06:21:11_power_log.csv,"1,8","0,0","0,0","25,0","406,78","0,6","0,3","37,89",
