run_number,nTrackPass,nAssociatedCluster,efficiency,efficiency_error,efficiency_lerr,efficiency_uerr,residuals_mean,residuals_errmean,residuals_sigma,residuals_errsigma,clusterSize_mean,clusterCharge_mean,seedCharge_mean,residuals_mean_mimosa0,residuals_errmean_mimosa0,residuals_sigma_mimosa0,residuals_errsigma_mimosa0,residuals_mean_mimosa1,residuals_errmean_mimosa1,residuals_sigma_mimosa1,residuals_errsigma_mimosa1,residuals_mean_mimosa2,residuals_errmean_mimosa2,residuals_sigma_mimosa2,residuals_errsigma_mimosa2,residuals_mean_mimosa3,residuals_errmean_mimosa3,residuals_sigma_mimosa3,residuals_errsigma_mimosa3,residuals_mean_mimosa4,residuals_errmean_mimosa4,residuals_sigma_mimosa4,residuals_errsigma_mimosa4,residuals_mean_mimosa5,residuals_errmean_mimosa5,residuals_sigma_mimosa5,residuals_errsigma_mimosa5
1690,32825,32784,0.9987509520182788,0.00021069282359803543,0.00022709074349891445,0.0001942949036971564,-1.4839843561490045,0.07364214080518901,12.362587419471783,0.05943404122065665,1.299309496800645,9.739769914595657,8.125073875374229,0.0002577970451481251,1.2646947384019427e-05,0.002915574957422608,1.289305507388809e-05,-1.5060003338882869e-05,1.7383352525107426e-05,0.003968311764447306,1.7959153893577036e-05,-0.00037881602473691946,1.7908374014847046e-05,0.0040180908807715444,1.8635104775922124e-05,-0.00048428088481738626,1.555256376128526e-05,0.0036807196348385128,1.5087071737948264e-05,0.0009155996428170448,1.7781602529550584e-05,0.00399120529601446,1.8232893025721484e-05,-0.00011645207882077908,1.3643147423567746e-05,0.002906346387236035,1.5403979315168118e-05
1691,41033,40981,0.9987327273170375,0.00018820232407090742,0.0002012128676293079,0.00017519178051250694,-0.4696826461058573,0.06497377696013826,12.193139012013674,0.0525231343232484,1.292468988189202,9.421644707022397,7.859710304621685,8.850641181576332e-05,1.3178273694108313e-05,0.0028443929080737497,1.6253490879969683e-05,-0.00041683300984115044,1.587341706374657e-05,0.0039486854999258745,1.6200937859393622e-05,0.00029853055766654676,1.6100331503361405e-05,0.003992945579555329,1.670996148276575e-05,0.0002001304038738731,1.420801402974151e-05,0.00370540431909311,1.3877468232155986e-05,-0.0002370358326916213,1.6207751260676907e-05,0.004014964879283286,1.6802354980468637e-05,0.0004079124709760791,1.0625255805036225e-05,0.0029382743132002277,9.381413930324733e-06
1692,36294,36242,0.9985672562958064,0.0002127593750496648,0.00022746390596706245,0.00019805484413226715,-0.3838347617114549,0.06818777995150223,12.102982572255081,0.055091144116189206,1.2946310925156899,9.379372872888501,7.813462078870953,-0.00035864674110029486,1.2596020268908042e-05,0.002910504273331181,1.291153588830053e-05,2.2982430944029022e-05,1.7421005185474217e-05,0.003972718272186993,1.8036245256188217e-05,0.0005513249851802534,1.629879872965422e-05,0.004019989619625334,1.505856837650827e-05,9.38799357782392e-05,1.568127216510501e-05,0.0037133905731036258,1.520232335884802e-05,-0.0002562598560196134,1.761299240312749e-05,0.003985733905200072,1.8161418768666924e-05,-0.00010792992942171887,1.3556686684603751e-05,0.0029019244061933747,1.5315757252864918e-05
1693,68843,68735,0.9984312130499833,0.00015831228314205914,0.00016590807944150132,0.00015071648684261696,0.10664559307247654,0.05004842084652578,12.301143279082263,0.040363931729953784,1.3053972605731177,10.39381916685609,8.707002522242085,-2.259543785539331e-05,1.0787163011393924e-05,0.002873999461316078,1.3516670149355968e-05,-6.313721060151015e-06,1.2776785528683862e-05,0.003969844298952174,1.3190904886417913e-05,0.00021124467351634656,1.2967484867014936e-05,0.0039922319934802275,1.3440137815854086e-05,-0.00015568824850598648,1.1508964207219745e-05,0.003715894910157302,1.1245540151226161e-05,-0.00025737436737609866,1.305125443352849e-05,0.004009409681562396,1.3573875446556624e-05,0.00012492365823495613,1.0099096620260444e-05,0.002909367827627362,1.1405396631603026e-05
1694,34149,34023,0.9963102872704911,0.0003431601127588668,0.0003583561980682326,0.00032796402744950104,-0.8578244010862781,0.07326427387610626,12.417192433799173,0.061352468339404886,1.2717042117719244,10.262612306613489,8.720176841828462,-0.00017731980817585344,1.487589564308782e-05,0.002839344121408376,1.834864546524463e-05,0.00010137845482455634,1.779781382406711e-05,0.003949444275454389,1.8373731443506046e-05,0.0001659414743848249,1.82694098791464e-05,0.003994982886567139,1.896479346587981e-05,0.00012139893074483273,1.613481711414108e-05,0.0037129551470928344,1.5705799102701625e-05,-0.00018866930738123798,1.861050943473318e-05,0.0040477481671020304,1.9482515776789795e-05,-0.00017665480712380778,1.4346161437284332e-05,0.0029229912692745365,1.611740439723809e-05
1695,30628,30346,0.9907927386704976,0.0005625770750818937,0.0005790950895795399,0.0005460590605842475,0.4855032272484708,0.07770795190081276,12.577908873811328,0.061593857931915075,1.2214788349725587,10.358773026137042,8.986282321981664,-4.859301612611737e-05,1.4948318048823077e-05,0.0028574873005610757,1.86412899648481e-05,-0.000256672107390037,1.7123126038243558e-05,0.003963704373196626,1.6694547367990817e-05,7.023861303898728e-05,1.814756815447195e-05,0.003980124305746755,1.8708537366195145e-05,0.0002058338482700908,1.5975021593683356e-05,0.0036976968201594056,1.5606273774012398e-05,0.0004541978231276273,1.836052921457565e-05,0.003997675185236654,1.8937628396259736e-05,3.4632230337752035e-05,1.3839890317061629e-05,0.002892977130095396,1.5592071649849068e-05
1696,30512,30135,0.9876442055584688,0.000649328865352905,0.0006657391678449587,0.0006329185628608514,-0.2091722866976891,0.07776770279696317,12.580386510030603,0.062092154111778264,1.2029496381585325,10.294183083311816,8.995785064841623,-5.0966078113309826e-05,1.4858258630497131e-05,0.002854645217005543,1.8554513160528067e-05,-0.0002978493991328925,1.6945431624452916e-05,0.003942236822769244,1.643345977294557e-05,8.755865806732796e-05,1.733155845787404e-05,0.003988258345834584,1.6970393580942192e-05,0.00021608587740585362,1.5906076475678898e-05,0.003685145759835369,1.5451355819318113e-05,0.00047718082255437933,1.6796601566965166e-05,0.004021902573268976,1.528853969923877e-05,3.297369419227609e-06,1.4116255874889204e-05,0.002921769562429734,1.6099362067559415e-05
1697,30700,30665,0.9988599348534202,0.0002094563272409533,0.00022709790509700678,0.00019181474938489984,2.0320918207201926,0.07548016722508331,12.217444466352276,0.06169667615111596,1.3315767777396084,0.0020189429258477697,0.0020189429258477697,-7.602111996557196e-06,1.474613104629159e-05,0.0028411052330636804,1.82752043146945e-05,-0.00026677007020620705,1.7759024923929013e-05,0.003944774294618073,1.8264313651789694e-05,-3.2553311214332216e-05,1.7611867089523057e-05,0.004025224500251172,1.7358586606811715e-05,0.0003208393361990324,1.6076742351299108e-05,0.0037097067395298385,1.562142590741302e-05,0.00046649925974970644,1.6794559639555355e-05,0.004019275234013597,1.5360669087470936e-05,-1.3633812216062578e-05,1.3880324916740361e-05,0.002890801699731449,1.562879223171692e-05
1698,41790,41724,0.9984206748025843,0.0002065777814799219,0.00021925141065293197,0.00019390415230691183,-0.8125408031555881,0.06570320006981356,12.312906199919784,0.05555193542828807,1.3321501229340116,0.001466722965123914,0.001466722965123914,-0.00010347842258394806,1.3847790407464646e-05,0.0028557654443994865,1.7309657317390317e-05,9.724980858986568e-05,1.647437833515463e-05,0.00395030865750289,1.7061358125720883e-05,1.3354566558368126e-05,1.6827623116889406e-05,0.0039935307056795585,1.7435664706554337e-05,-0.00011284956363353737,1.4965112615358313e-05,0.00370899524801804,1.4490062985707936e-05,0.0003445715809849961,1.7006109526325e-05,0.004004636645611435,1.759635607542732e-05,-0.0002351313704656754,1.2825688842149564e-05,0.0027273041940061643,1.515415340156681e-05
1699,41941,41788,0.9963520183114375,0.0003066484983988982,0.0003189734111459508,0.0002943235856518456,2.041020588036571,0.06763061938599634,12.699838786651819,0.05675606212298234,1.2516236874496633,6.397902958651815,5.389779202820368,-9.016509725218049e-05,1.3989108702988193e-05,0.0028711405949975143,1.754342516298383e-05,0.0001175463712341875,1.662182846858685e-05,0.003967674980195953,1.7300794056851888e-05,-4.0915160318266235e-05,1.6812243625872617e-05,0.0039908990453268725,1.747551932762591e-05,-0.00011453874640297848,1.5008925481930893e-05,0.0037145752462040644,1.4666919374205331e-05,0.00041394433975409066,1.617352650558482e-05,0.0039990354496627,1.5765501245118812e-05,-0.0002716639036164909,1.2894769669275686e-05,0.0027290386162640637,1.5211992408761994e-05
1702,41925,41830,0.9977340488968396,0.0002444920473049783,0.00025698543468888335,0.00023199865992107327,0.45088088823730565,0.06681890077048086,12.867560201763403,0.05266137205571919,1.2626201009193336,7.156988318241515,6.027225755166931,-0.00013495396547919707,1.4137952623439945e-05,0.0028841633411428396,1.777505130807816e-05,6.1018113978706225e-05,1.6531515275299765e-05,0.003957488641073299,1.712939798215738e-05,0.0002807579632211547,1.6949102819487557e-05,0.003999469804510936,1.7695805520486657e-05,-0.00036143504348151733,1.4939070160303535e-05,0.0036982605558905438,1.4505226286344966e-05,0.00010388743453732944,1.6737056725144844e-05,0.0039792388302834015,1.7179976047832705e-05,5.923874082015145e-05,1.2706199201483732e-05,0.002725965278105304,1.5081569674114806e-05
1703,41847,41748,0.9976342390135493,0.0002497821688302593,0.00026228384762017054,0.000237280490040348,0.28480432183471405,0.06691177520392969,12.773744787639803,0.054577125623041844,1.2635844637793963,7.002998693500862,5.8902870823372435,-0.00014296302113719304,1.4060641993914707e-05,0.0028742316940654346,1.7583275481918524e-05,6.864415799174523e-05,1.6454409202706535e-05,0.00394973362806374,1.6986275783064872e-05,0.00030781514125824747,1.6896537780622635e-05,0.003991699562806917,1.7493849879436836e-05,-0.00041125008284805236,1.5443553164219855e-05,0.0036807426532773314,1.594814507788027e-05,8.998969288485275e-05,1.692802308557786e-05,0.004014161838549415,1.7619547254597726e-05,8.343054567160216e-05,1.2715367812537558e-05,0.002728927118510091,1.5100042132284411e-05
1704,41917,41620,0.9929145692678388,0.0004219778662256646,0.00043409013898199067,0.0004098655934693385,-0.8629585100638841,0.06903447452852204,12.936168383326468,0.05799863223550883,1.2264929553528263,5.1766499522326885,4.431422145882523,-0.00023154352004821073,1.406767162889574e-05,0.0028620795454150708,1.74393345208224e-05,0.00022476660521195122,1.6627831760100426e-05,0.003964642349604938,1.7168375077701342e-05,8.230392855058743e-05,1.713546261948434e-05,0.004040966027161594,1.795590588687132e-05,7.010200751685796e-05,1.4873517223784999e-05,0.0037031032630203656,1.4473716667179793e-05,-0.0001411174938134434,1.7002006075615414e-05,0.0040224442681074815,1.7782412963211086e-05,1.6766905497413157e-05,1.2668146050533348e-05,0.002722594339599917,1.5061878666421601e-05
1707,43456,43100,0.9918078055964654,0.000444280238024064,0.0004559088636987285,0.00043265161234939953,-24.331681843613907,0.10755400448470931,21.18971836569596,0.07484258992234771,1.354711890275062,11.52377305525084,9.51576308025646,0.00030094351590414,4.78496945912244e-06,0.003249952829187123,4.005741873930519e-06,-0.00013678252614302987,7.697779690407838e-06,0.00481930013417097,5.611359946280014e-06,-0.000491594676801821,8.059638803314985e-06,0.0047467482343683245,6.002774577384181e-06,0.0005807406584865584,6.50095372766249e-06,0.0041100570161650175,5.994346523103774e-06,-0.0001312774880678423,6.64406688981395e-06,0.004140384873808182,6.514008200061722e-06,-9.747075510025953e-06,4.837700286331676e-06,0.0026694568807874566,5.619479756958934e-06
